epoch,train_loss,val_loss,grad_norm_mean,grad_norm_max,any_nan_train,any_nan_val,n_norm_overflow_batches,n_element_nonfinite_batches
0,1063711329002.6998,0.7597245669517761,819389730790800.2,6.356006141288545e+18,False,False,0,0
1,0.7498197002084012,0.7589703375430011,0.6436354777818046,206.8547158080616,False,False,0,0
2,1096.0861990612004,0.7536851783701475,852131.0988323401,6609972673.869736,False,False,0,0
3,10993090727.610743,0.7535014251618747,2176702273709.888,1.688467948746538e+16,False,False,0,0
4,24.98430511075127,0.7468887660922348,1482424103778.5579,1.1499163710485156e+16,False,False,0,0
5,23416.30997947195,0.751974245867668,5651542.29029409,43738622300.41359,False,False,0,0
6,1318301748659.777,0.865781378860657,inf,inf,True,False,7,0
7,0.7597024015927647,136.7216292319024,87021.3679658721,560385134.7119118,False,False,0,0
8,0.7624154169498084,0.749180744864138,2318987.09158889,11453339959.501228,False,False,0,0
9,93872535.33900632,0.7493834923890522,514321943477.57623,3989595315423685.0,False,False,0,0
10,3648621515.7736206,0.7919626648692516,inf,inf,True,False,1,0
11,2680239.430834256,0.7521629855950408,inf,inf,True,False,3,0
12,0.7393606973138915,0.749146783822024,0.47137786162652034,12.663732972577746,False,False,0,0
13,5.8569156106840445,0.7915738566281272,2199188768648.4263,1.6353521032604104e+16,False,False,0,0
14,9544585616147.092,0.7506722059462182,2775412322129950.0,2.1528873382192607e+19,False,False,0,0
15,23.482659430599778,0.7497621223023172,1875477.3838666193,14483212417.675066,False,False,0,0
16,593174909.01965,0.8454600458875415,nan,nan,True,False,8,1
17,0.7733960116278024,0.7554091427520898,61.32305196862515,437222.682241336,False,False,0,0
18,345737882463.62103,0.8700274294335707,inf,inf,True,False,16,0
19,7670.463982164129,0.8573695490242645,inf,inf,True,False,1,0
