speed_kph,command_kind,command_percent,status,valid_trial_count,attempted_trial_count,median_acceleration_mps2,median_simulator_acceleration_mps2,acceleration_source,median_stddev_mps2,median_mad_mps2,median_velocity_derived_acceleration_mps2,median_cross_check_disagreement_mps2,median_peak_abs_jerk_mps3,median_mean_deceleration_mps2,mean_deceleration_repeatability_mad_mps2,median_peak_deceleration_mps2,median_p95_deceleration_mps2,median_command_echo_delay_sec,median_deceleration_onset_delay_sec,median_initial_speed_mps,median_final_speed_mps,median_speed_drop_mps,median_distance_travelled_m,median_measurement_duration_sec,median_sample_rate_hz,median_mean_brake_echo_error,quality_flags,coast_baseline_deceleration_mps2,coast_normalized_brake_deceleration_mps2
25,brake,40,complete,3,3,-6.933799651937598,0.0,velocity_derived,0.0,0.0,-6.933799651937598,6.933799651937598,0.0,6.933799651937598,0.03187347494694137,11.34400521843659,10.390174084126379,0.036071070993784815,0.0739055140002165,6.820723056793213,4.267819881439209,2.5535945892333984,0.0,0.3241298100037966,49.057545225791564,5.960464455334602e-09,['simulator_acceleration_field_stuck'],0.26571956123109164,6.668080090706506
25,brake,50,complete,3,3,-8.862302240870942,0.0,velocity_derived,0.0,0.0,-8.862302240870942,8.862302240870942,0.0,8.862302240870942,0.01790098664129225,14.094427881944647,12.95494932300399,0.04207023300114088,0.05019897301099263,6.820163249969482,3.8545918464660645,2.965571403503418,0.0,0.3237808250123635,49.200792172661075,0.0,['simulator_acceleration_field_stuck'],0.26571956123109164,8.596582679639852
25,brake,60,complete,3,3,-9.658400113214988,0.0,velocity_derived,0.0,0.0,-9.658400113214988,9.658400113214988,0.0,9.658400113214988,0.28043765192557757,14.67355718218253,14.608800456472238,0.04584939900087193,0.07011433699517511,6.820768356323242,3.5817041397094727,3.2396373748779297,0.0,0.28591110699926503,48.96626838647436,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.26571956123109164,9.392680551983897
25,brake,70,complete,3,3,-9.67828820144159,0.0,velocity_derived,0.0,0.0,-9.67828820144159,9.67828820144159,0.0,9.67828820144159,0.06489205781674379,15.265100692463651,14.816231827533798,0.050284872006159276,0.0760278299858328,6.821261882781982,3.5381152629852295,3.283146619796753,0.0,0.31199423599173315,48.07781128494134,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.26571956123109164,9.412568640210498
25,brake,80,complete,3,3,-9.366788873473261,0.0,velocity_derived,0.0,0.0,-9.366788873473261,9.366788873473261,0.0,9.366788873473261,0.018121269667588535,13.492145202537534,13.389549499133324,0.03819889298756607,0.061970327980816364,6.820043563842773,3.5202407836914062,3.299802780151367,0.0,0.33020872200722806,48.45420164174152,1.1920928910669204e-08,['simulator_acceleration_field_stuck'],0.26571956123109164,9.10106931224217
25,brake,90,complete,3,3,-8.995488669627537,0.0,velocity_derived,0.0,0.0,-8.995488669627537,8.995488669627537,0.0,8.995488669627537,0.04626200124350355,12.985834758093775,12.810417014857496,0.04839586600428447,0.0642138329858426,6.8205647468566895,4.082424163818359,2.73814058303833,0.0,0.2680389450106304,48.759210653230305,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.26571956123109164,8.729769108396447
25,brake,100,complete,3,3,-9.098843487334273,0.0,velocity_derived,0.0,0.0,-9.098843487334273,9.098843487334273,0.0,9.098843487334273,0.1077393103746207,14.653933660569505,13.71441603115423,0.04611535300500691,0.07409270200878382,6.820779323577881,3.741384267807007,3.079024076461792,0.0,0.3022042730008252,46.32628076692275,0.0,['simulator_acceleration_field_stuck'],0.26571956123109164,8.83312392610318
30,brake,0,complete,3,3,-0.31619422579887074,0.0,velocity_derived,0.0,0.0,-0.31619422579887074,0.31619422579887074,0.0,0.31619422579887074,3.664468832809131e-05,0.6319953108271568,0.5257454585871967,,,8.198917388916016,7.755284786224365,0.44381046295166016,0.0,1.3543474790058099,48.79829092208669,0.0,['simulator_acceleration_field_stuck'],0.31619422579887074,0.0
30,brake,10,complete,3,3,-1.212114938738352,0.0,velocity_derived,0.0,0.0,-1.212114938738352,1.212114938738352,0.0,1.212114938738352,0.0017950321875632724,2.2116282078351492,1.9060089897936856,0.038362084014806896,0.07225871700211428,8.198479652404785,6.4996137619018555,1.6987409591674805,0.0,1.3697112950030714,48.252784671298556,1.4901161138336505e-09,['simulator_acceleration_field_stuck'],0.31619422579887074,0.8959207129394813
30,brake,20,complete,3,3,-2.1485942504259214,0.0,velocity_derived,0.0,0.0,-2.1485942504259214,2.1485942504259214,0.0,2.1485942504259214,0.011003225927196159,3.5483032264942405,3.397776903679458,0.04646288600633852,0.08000442699994892,8.198732376098633,6.646599769592285,1.551727294921875,0.0,0.6760221160075162,47.335729471377554,2.980232227667301e-09,['simulator_acceleration_field_stuck'],0.31619422579887074,1.8324000246270506
30,brake,30,complete,3,3,-4.5713641218577195,0.0,velocity_derived,0.0,0.0,-4.5713641218577195,4.5713641218577195,0.0,4.5713641218577195,0.00021918027089551373,7.637068040002134,6.610684809340012,0.044153805007226765,0.11407490202691406,8.199115753173828,6.222437381744385,1.9763073921203613,0.0,0.381949493981665,49.00037195572844,1.1920928966180355e-08,['simulator_acceleration_field_stuck'],0.31619422579887074,4.255169896058849
30,brake,40,complete,3,3,-7.2054071835197595,0.0,velocity_derived,0.0,0.0,-7.2054071835197595,7.2054071835197595,0.0,7.2054071835197595,0.05124606550474642,10.540391615207222,10.25546401372184,0.046144463995005935,0.07231566699920222,8.198851585388184,5.744434833526611,2.4544167518615723,0.0,0.32174214598489925,49.72926363446009,5.960464455334602e-09,['simulator_acceleration_field_stuck'],0.31619422579887074,6.889212957720889
30,brake,50,complete,3,3,-8.74654905516918,0.0,velocity_derived,0.0,0.0,-8.74654905516918,8.74654905516918,0.0,8.74654905516918,0.049294892055305795,14.260382065141135,13.024324883672667,0.05177019699476659,0.10423091799020767,8.1990385055542,5.733469009399414,2.465604782104492,0.0,0.22593075199984014,48.36683808688729,0.0,['simulator_acceleration_field_stuck'],0.31619422579887074,8.430354829370309
30,brake,60,complete,3,3,-9.780611245342868,0.0,velocity_derived,0.0,0.0,-9.780611245342868,9.780611245342868,0.0,9.780611245342868,0.03208742260095221,16.072622609322387,13.83786294241316,0.04407996800728142,0.05803241700050421,8.199357986450195,4.994174957275391,3.2656965255737305,0.0,0.3238878179981839,48.165682673042575,2.384185793236071e-08,['simulator_acceleration_field_stuck'],0.31619422579887074,9.464417019543998
