epoch,train_loss,val_loss,grad_norm_mean,grad_norm_max,any_nan_train,any_nan_val,n_norm_overflow_batches,n_element_nonfinite_batches
0,5.321071813342981,0.8940383136817595,180.05312288914914,233806.42098008917,False,False,0,0
1,0.8458915247043489,0.8724377410622631,0.6835597142465908,3.8275391332403372,False,False,0,0
2,0.8215508970041083,0.8513225588674952,0.6610373655467982,3.576766072971951,False,False,0,0
3,0.8181568313902278,0.8442486798072734,1.1537619542240407,677.6630644978991,False,False,0,0
4,0.8033429144675822,0.8473967472772773,0.6048472754482335,3.2467166780649714,False,False,0,0
5,0.8003643365688166,0.8399393763847467,0.590668312591258,6.541789106419602,False,False,0,0
6,0.7982213255943283,0.8369244542427179,0.587985560527296,19.52745794465288,False,False,0,0
7,0.816980741419236,0.8465979424555127,5.955131975125804,7493.8558435539,False,False,0,0
8,0.7921747247614047,0.8331163908105071,0.5549590421914038,3.6898763037917566,False,False,0,0
9,0.7899471428151437,0.8593922953416662,0.5559971516052069,16.70279397344252,False,False,0,0
10,0.7910684693451834,0.8311748983020463,0.5471331727387765,12.968499162343907,False,False,0,0
11,0.7881022481511959,0.8314229493461004,0.5400932360565595,4.111218426446517,False,False,0,0
12,0.7929097819856125,0.8265050255307337,0.608798015748437,66.14920473681606,False,False,0,0
13,0.7893398619539194,0.8321551180376512,0.559089569728328,28.685644372847666,False,False,0,0
14,0.7880118545909165,0.831597547024125,0.5869231468885762,87.31106604768729,False,False,0,0
15,0.7833295639918123,0.8319877461053249,0.5108156203867187,2.7371469547575673,False,False,0,0
16,0.7845820389886483,0.8290389703086963,0.5243246107636605,6.6324923462224055,False,False,0,0
17,0.7817060055225937,0.8271753624899358,0.5054736501111441,3.328782348859536,False,False,0,0
18,0.7833758448207009,0.8568487641651455,0.5277640236090451,6.76259683074597,False,False,0,0
19,0.7872714223172529,0.8300760503313164,0.5441793962830233,44.86883906939312,False,False,0,0
20,0.7893351827264691,0.8401418754422083,0.8071169584626845,285.5343195625612,False,False,0,0
21,1.8022636656144526,0.824526204341432,751.3621499529837,1042888.4801586178,False,False,0,0
22,0.7799280144440518,0.8371798290257774,0.5132411237624506,4.148597858020618,False,False,0,0
23,0.7815585825471589,0.8399701181163148,0.5140354255181506,15.542970745389972,False,False,0,0
24,0.7840053312872021,0.85967971593505,0.5463382516808857,30.994938406282486,False,False,0,0
25,0.7812053923601723,0.8281972250196992,0.5103436661873456,3.9963572437226986,False,False,0,0
26,0.7791647859738403,0.8266385359825884,0.5112958796506962,3.6941918812046537,False,False,0,0
27,0.7956642057717147,0.8273563541744541,1656.829867544926,2299654.2533739437,False,False,0,0
28,0.7804913909487625,0.8550006857187282,0.5342960783038322,25.510679015863683,False,False,0,0
29,0.8392860224300189,0.8314977846585396,80.43577780164419,94078.69680981658,False,False,0,0
30,0.7796074817341982,0.8273852859146711,0.519058974793234,11.91500216608049,False,False,0,0
31,0.7781755407994561,0.8358040387946658,1.2596248115941466,1051.354692581525,False,False,0,0
32,0.7770212829016455,0.8337686401678295,0.5074791051553141,4.308230170976181,False,False,0,0
33,0.7779402159009587,0.8322850833760529,0.5087339348450851,6.069185906886198,False,False,0,0
34,0.7762968470298874,0.8453406055526036,0.5080004670375003,4.579393050006314,False,False,0,0
35,0.7804257049137435,0.8276640092272584,0.5122630689480626,14.003077632715737,False,False,0,0
36,0.7772125652726388,0.8322031730558814,0.5158340755325147,6.204679831258804,False,False,0,0
