speed_kph,command_kind,command_percent,status,valid_trial_count,attempted_trial_count,median_acceleration_mps2,median_simulator_acceleration_mps2,acceleration_source,median_stddev_mps2,median_mad_mps2,median_velocity_derived_acceleration_mps2,median_cross_check_disagreement_mps2,median_peak_abs_jerk_mps3,median_mean_deceleration_mps2,mean_deceleration_repeatability_mad_mps2,median_peak_deceleration_mps2,median_p95_deceleration_mps2,median_command_echo_delay_sec,median_deceleration_onset_delay_sec,median_initial_speed_mps,median_final_speed_mps,median_speed_drop_mps,median_distance_travelled_m,median_measurement_duration_sec,median_sample_rate_hz,median_mean_brake_echo_error,quality_flags,coast_baseline_deceleration_mps2,coast_normalized_brake_deceleration_mps2
20,accelerator,40,complete,3,3,1.0866569130242458,0.0,velocity_derived,0.0,0.0,1.0866569130242458,1.0866569130242458,0.0,0.0,0.0,0.0,0.0,,,5.5140862464904785,7.15416955947876,-1.6400833129882812,0.0,1.3294842769973911,48.8911385599843,,['simulator_acceleration_field_stuck'],,
20,accelerator,50,complete,3,3,1.3325868742873486,0.0,velocity_derived,0.0,0.0,1.3325868742873486,1.3325868742873486,0.0,0.0,0.0,0.0,0.0,,,5.509512901306152,7.4558892250061035,-1.9463763236999512,0.0,1.3444744709995575,48.34602768743937,,['simulator_acceleration_field_stuck'],,
20,accelerator,60,complete,3,3,1.5764890932820483,0.0,velocity_derived,0.0,0.0,1.5764890932820483,1.5764890932820483,0.0,0.0,0.0,0.0,0.0,,,5.510825157165527,7.823315143585205,-2.3137922286987305,0.0,1.346333041001344,48.453855387770474,,['simulator_acceleration_field_stuck'],,
20,accelerator,70,complete,3,3,1.8848113710538252,0.0,velocity_derived,0.0,0.0,1.8848113710538252,1.8848113710538252,0.0,0.0,0.0,0.0,0.0,,,5.49885892868042,8.267491340637207,-2.762939453125,0.0,1.3442576050001662,49.09773227579534,,['simulator_acceleration_field_stuck'],,
20,accelerator,80,complete,3,3,2.405905966282463,0.0,velocity_derived,0.0,0.0,2.405905966282463,2.405905966282463,0.0,0.0,0.0,0.0,0.0,,,5.517404556274414,8.94216251373291,-3.4234657287597656,0.0,1.3400923570152372,48.50411963006288,,['simulator_acceleration_field_stuck'],,
20,accelerator,90,complete,3,3,3.122742436826518,0.0,velocity_derived,0.0,0.0,3.122742436826518,3.122742436826518,0.0,0.0,0.0,0.0,0.0,,,5.526462078094482,9.898150444030762,-4.3709397315979,0.0,1.3459064879862126,48.739201378548024,,['simulator_acceleration_field_stuck'],,
20,accelerator,100,complete,3,3,3.5940372448314615,0.0,velocity_derived,0.0,0.0,3.5940372448314615,3.5940372448314615,0.0,0.0,0.0,0.0,0.0,,,5.525359153747559,10.534547805786133,-5.010522365570068,0.0,1.3561298650165554,48.51198787821195,,['simulator_acceleration_field_stuck'],,
25,accelerator,0,complete,3,3,-0.2720987645682367,0.0,velocity_derived,0.0,0.0,-0.2720987645682367,0.2720987645682367,0.0,0.2720987645682367,0.0010146734999142981,0.4961139803210076,0.4421030786501853,,,6.908973217010498,6.530196189880371,0.37877702713012695,0.0,1.3518504539970309,48.82196829157921,,['simulator_acceleration_field_stuck'],,
25,accelerator,10,complete,3,3,0.19848749887244663,0.0,velocity_derived,0.0,0.0,0.19848749887244663,0.19848749887244663,0.0,0.0,0.0,0.0,0.0,,,6.890134811401367,7.172750949859619,-0.28261613845825195,0.0,1.3537506080174353,48.182980143701606,,['simulator_acceleration_field_stuck'],,
25,accelerator,20,complete,3,3,0.46262372646073807,0.0,velocity_derived,0.0,0.0,0.46262372646073807,0.46262372646073807,0.0,0.0,0.0,0.0,0.0,,,6.884828090667725,7.535813808441162,-0.6509857177734375,0.0,1.3359703000169247,48.65377620982783,,['simulator_acceleration_field_stuck'],,
25,accelerator,30,complete,3,3,0.7286680722979736,0.0,velocity_derived,0.0,0.0,0.7286680722979736,0.7286680722979736,0.0,0.0,0.0,0.0,0.0,,,6.879644393920898,7.902468204498291,-1.0229015350341797,0.0,1.3541491799987853,48.59425976874179,,['simulator_acceleration_field_stuck'],,
25,accelerator,40,complete,3,3,0.9943705669962897,0.0,velocity_derived,0.0,0.0,0.9943705669962897,0.9943705669962897,0.0,0.0,0.0,0.0,0.0,,,6.879629135131836,8.27353572845459,-1.395268440246582,0.0,1.35218041902408,48.302768391595855,,['simulator_acceleration_field_stuck'],,
25,accelerator,50,complete,3,3,1.2589885196291157,0.0,velocity_derived,0.0,0.0,1.2589885196291157,1.2589885196291157,0.0,0.0,0.0,6.674635925579308e-05,0.0,,,6.870248794555664,8.637922286987305,-1.7676734924316406,0.0,1.3378490449977107,48.756726053474395,,['simulator_acceleration_field_stuck'],,
25,accelerator,60,complete,3,3,1.5248879615310518,0.0,velocity_derived,0.0,0.0,1.5248879615310518,1.5248879615310518,0.0,0.0,0.0,2.6761276315568106e-05,0.0,,,6.873706817626953,9.013916015625,-2.140191078186035,0.0,1.3382832950155716,49.690555809575585,,['simulator_acceleration_field_stuck'],,
25,accelerator,70,complete,3,3,1.8352575601625714,0.0,velocity_derived,0.0,0.0,1.8352575601625714,1.8352575601625714,0.0,0.0,0.0,0.0,0.0,,,6.872582912445068,9.438536643981934,-2.5733141899108887,0.0,1.33212290899246,48.794296353001094,,['simulator_acceleration_field_stuck'],,
25,accelerator,80,complete,3,3,2.364979854904797,0.0,velocity_derived,0.0,0.0,2.364979854904797,2.364979854904797,0.0,0.0,0.0,0.00018025757216165605,0.0,,,6.848996162414551,10.165719985961914,-3.3178634643554688,0.0,1.3421720469777938,48.11956336507814,,['simulator_acceleration_field_stuck'],,
25,accelerator,90,complete,3,3,3.097289040698697,0.0,velocity_derived,0.0,0.0,3.097289040698697,3.097289040698697,0.0,0.0,0.0,0.00040952258560551395,0.0,,,6.8464179039001465,11.112062454223633,-4.265644550323486,0.0,1.3422349570028018,48.13837983676181,,['simulator_acceleration_field_stuck'],,
25,accelerator,100,complete,3,3,3.5640774463079685,0.0,velocity_derived,0.0,0.0,3.5640774463079685,3.5640774463079685,0.0,0.0,0.0,0.00017883031982062858,0.0,,,6.894933223724365,11.844083786010742,-4.960389614105225,0.0,1.3459044150076807,49.78065251358704,,['simulator_acceleration_field_stuck'],,
30,accelerator,0,complete,3,3,-0.32258181358878585,0.0,velocity_derived,0.0,0.0,-0.32258181358878585,0.32258181358878585,0.0,0.32258181358878585,0.0009837388809128544,0.581157437101907,0.5276466094949365,,,8.307308197021484,7.863286972045898,0.4477057456970215,0.0,1.3328512820007745,49.517902628210585,,['simulator_acceleration_field_stuck'],,
30,accelerator,10,complete,3,3,0.18456086182890785,0.0,velocity_derived,0.0,0.0,0.18456086182890785,0.18456086182890785,0.0,0.0,0.0,0.0,0.0,,,8.263161659240723,8.523526191711426,-0.2603645324707031,0.0,1.3454649719933514,49.053673914839116,,['simulator_acceleration_field_stuck'],,
30,accelerator,20,complete,3,3,0.4494158715203734,0.0,velocity_derived,0.0,0.0,0.4494158715203734,0.4494158715203734,0.0,0.0,0.0,0.0,0.0,,,8.259498596191406,8.892047882080078,-0.6325492858886719,0.0,1.350233200006187,48.88044524434563,,['simulator_acceleration_field_stuck'],,
30,accelerator,30,complete,3,3,0.7167616115596588,0.0,velocity_derived,0.0,0.0,0.7167616115596588,0.7167616115596588,0.0,0.0,0.0,0.0,0.0,,,8.255695343017578,9.260459899902344,-1.0047950744628906,0.0,1.347868546989048,48.96619937265758,,['simulator_acceleration_field_stuck'],,
30,accelerator,40,complete,3,3,0.9828765178572776,0.0,velocity_derived,0.0,0.0,0.9828765178572776,0.9828765178572776,0.0,0.0,0.0,0.0,0.0,,,8.250618934631348,9.63214111328125,-1.3770856857299805,0.0,1.3341816029860638,49.60518599059872,,['simulator_acceleration_field_stuck'],,
30,accelerator,50,complete,3,3,1.2474581302965035,0.0,velocity_derived,0.0,0.0,1.2474581302965035,1.2474581302965035,0.0,0.0,0.0,6.012554620658685e-05,0.0,,,8.248954772949219,9.998024940490723,-1.7486371994018555,0.0,1.33573126400006,49.411136640129605,,['simulator_acceleration_field_stuck'],,
30,accelerator,60,complete,3,3,1.5148989008832177,0.0,velocity_derived,0.0,0.0,1.5148989008832177,1.5148989008832177,0.0,0.0,0.0,6.0500333288190103e-05,0.0,,,8.249004364013672,10.369994163513184,-2.1209897994995117,0.0,1.3281192870053928,48.415000787211,,['simulator_acceleration_field_stuck'],,
30,accelerator,70,complete,3,3,1.8247703273065794,0.0,velocity_derived,0.0,0.0,1.8247703273065794,1.8247703273065794,0.0,0.0,0.0,0.00021217322820668309,0.0,,,8.247015953063965,10.79827880859375,-2.5533018112182617,0.0,1.35068342401064,48.986054422817574,,['simulator_acceleration_field_stuck'],,
